gene	type
SGPL1 	HK
SGSM3 	HK
SGTA 	HK
SH3BP5L 	HK
SH3GLB1 	HK
SHARPIN 	HK
SHOC2 	HK
SIAH1 	HK
SIAH2 	HK
SIGMAR1 	HK
SIKE1 	HK
SIL1 	HK
SIRT2 	HK
SIRT3 	HK
SIRT5 	HK
SIRT6 	HK
SIVA1 	HK
SKIL 	HK
SKIV2L 	HK
SKIV2L2 	HK
SKP1 	HK
SLC15A4 	HK
SLC20A1 	HK
SLC25A11 	HK
SLC25A26 	HK
SLC25A28 	HK
SLC25A3 	HK
SLC25A32 	HK
SLC25A38 	HK
SLC25A39 	HK
SLC25A44 	HK
SLC25A46 	HK
SLC25A5 	HK
SLC27A4 	HK
SLC30A1 	HK
SLC30A5 	HK
SLC30A9 	HK
SLC35A2 	HK
SLC35A4 	HK
SLC35B1 	HK
SLC35B2 	HK
SLC35C2 	HK
SLC35E1 	HK
SLC35E3 	HK
SLC35F5 	HK
SLC38A2 	HK
SLC39A1 	HK
SLC39A3 	HK
SLC39A7 	HK
SLC41A3 	HK
SLC46A3 	HK
SLC48A1 	HK
SLIRP 	HK
SLMO2 	HK
SLTM 	HK
SMAD2 	HK
SMAD4 	HK
SMAD5 	HK
SMAP1 	HK
SMARCA2 	HK
SMARCA4 	HK
SMARCAL1 	HK
SMARCB1 	HK
SMARCE1 	HK
SMC1A 	HK
SMC5 	HK
SMCR7L 	HK
SMEK1 	HK
SMEK2 	HK
SMG5 	HK
SMG7 	HK
SMG8 	HK
SMIM11 	HK
SMIM12 	HK
SMIM8 	HK
SMNDC1 	HK
SMPD1 	HK
SMPD4 	HK
SMU1 	HK
SMUG1 	HK
SNAP23 	HK
SNAP29 	HK
SNAP47 	HK
SNAPC3 	HK
SNAPC5 	HK
SNAPIN 	HK
SND1 	HK
SNF8 	HK
SNRNP200 	HK
SNRNP25 	HK
SNRNP27 	HK
SNRNP35 	HK
SNRNP40 	HK
SNRNP48 	HK
SNRNP70 	HK
SNRPA 	HK
SNRPB 	HK
SNRPB2 	HK
SNRPC 	HK
SNRPD1 	HK
SNRPD2 	HK
SNRPD3 	HK
SNRPG 	HK
SNUPN 	HK
SNW1 	HK
SNX12 	HK
SNX13 	HK
SNX17 	HK
SNX18 	HK
SNX19 	HK
SNX2 	HK
SNX25 	HK
SNX3 	HK
SNX4 	HK
SNX5 	HK
SNX6 	HK
SNX9 	HK
SOCS4 	HK
SOCS6 	HK
SOD1 	HK
SON 	HK
SPAG7 	HK
SPAG9 	HK
SPATA2 	HK
SPATA5L1 	HK
SPCS1 	HK
SPCS3 	HK
SPECC1L 	HK
SPEN 	HK
SPG11 	HK
SPG21 	HK
SPG7 	HK
SPHAR 	HK
SPNS1 	HK
SPOP 	HK
SPPL2B 	HK
SPPL3 	HK
SPRYD3 	HK
SPRYD7 	HK
SPSB3 	HK
SPTSSA 	HK
SPTY2D1 	HK
SRA1 	HK
SRD5A3 	HK
SREBF2 	HK
SREK1IP1 	HK
SRM 	HK
SRP14 	HK
SRP19 	HK
SRP54 	HK
SRP68 	HK
SRP72 	HK
SRP9 	HK
SRPR 	HK
SRPRB 	HK
SRR 	HK
SRRD 	HK
SRRM1 	HK
SRSF1 	HK
SRSF10 	HK
SRSF11 	HK
SRSF2 	HK
SRSF3 	HK
SRSF4 	HK
SRSF7 	HK
SRSF8 	HK
SS18L2 	HK
SSB 	HK
SSBP1 	HK
SSNA1 	HK
SSR1 	HK
SSR2 	HK
SSR3 	HK
SSRP1 	HK
SSSCA1 	HK
SSU72 	HK
ST3GAL2 	HK
ST6GALNAC6 	HK
ST7 	HK
STAM 	HK
STAM2 	HK
STAMBP 	HK
STARD3 	HK
STARD7 	HK
STAT3 	HK
STAU1 	HK
STAU2 	HK
STIM1 	HK
STIP1 	HK
STK11 	HK
STK16 	HK
STOM 	HK
STOML1 	HK
STOML2 	HK
STRAP 	HK
STRIP1 	HK
STRN3 	HK
STT3A 	HK
STT3B 	HK
STUB1 	HK
STX10 	HK
STX17 	HK
STX4 	HK
STX5 	HK
STX8 	HK
STXBP3 	HK
STYXL1 	HK
SUB1 	HK
SUCLA2 	HK
SUCLG1 	HK
SUCLG2 	HK
SUGP1 	HK
SUGT1 	HK
SUMO1 	HK
SUMO3 	HK
SUN2 	HK
SUPT4H1 	HK
SUPT5H 	HK
SUPT6H 	HK
SUPT7L 	HK
SUPV3L1 	HK
SURF1 	HK
SURF4 	HK
SURF6 	HK
SUV420H1 	HK
SUZ12 	HK
SYAP1 	HK
SYF2 	HK
SYMPK 	HK
SYNCRIP 	HK
SYNJ2BP 	HK
SYNJ2BP-COX16 	HK
SYPL1 	HK
SYS1 	HK
SYVN1 	HK
SZRD1 	HK
TAB1 	HK
TAB2 	HK
TACO1 	HK
TADA1 	HK
TADA3 	HK
TAF10 	HK
TAF11 	HK
TAF12 	HK
TAF13 	HK
TAF15 	HK
TAF1D 	HK
TAF4 	HK
TAF5L 	HK
TAF8 	HK
TAF9 	HK
TALDO1 	HK
TAMM41 	HK
TANGO2 	HK
TANGO6 	HK
TANK 	HK
TAOK2 	HK
TAPBP 	HK
TAPT1 	HK
TARDBP 	HK
TARS 	HK
TATDN1 	HK
TATDN2 	HK
TAX1BP1 	HK
TAZ 	HK
TBC1D1 	HK
TBC1D14 	HK
TBC1D15 	HK
TBC1D20 	HK
TBC1D22A 	HK
TBC1D23 	HK
TBC1D7 	HK
TBC1D9B 	HK
TBCA 	HK
TBCB 	HK
TBCC 	HK
TBCCD1 	HK
TBCD 	HK
TBCE 	HK
TBK1 	HK
TBRG1 	HK
TBRG4 	HK
TCAIM 	HK
TCEANC2 	HK
TCEB1 	HK
TCEB2 	HK
TCEB3 	HK
TCERG1 	HK
TCF12 	HK
TCF20 	HK
TCF25 	HK
TCP1 	HK
TCTN3 	HK
TDP2 	HK
TDRD3 	HK
TECR 	HK
TEF 	HK
TEFM 	HK
TELO2 	HK
TERF2 	HK
TERF2IP 	HK
TEX2 	HK
TEX261 	HK
TEX264 	HK
TFAM 	HK
TFB1M 	HK
TFB2M 	HK
TFCP2 	HK
TFDP1 	HK
TFE3 	HK
TFG 	HK
TFIP11 	HK
TFPT 	HK
TGIF2-C20orf24 	HK
TGOLN2 	HK
THADA 	HK
THAP3 	HK
THAP4 	HK
THAP5 	HK
THAP7 	HK
THOC5 	HK
THOC7 	HK
THOP1 	HK
THRAP3 	HK
THTPA 	HK
THUMPD3 	HK
THYN1 	HK
TIA1 	HK
TIAL1 	HK
TICAM1 	HK
TIGD5 	HK
TIGD6 	HK
TIMM10 	HK
TIMM10B 	HK
TIMM13 	HK
TIMM17A 	HK
TIMM17B 	HK
TIMM21 	HK
TIMM22 	HK
TIMM44 	HK
TIMM50 	HK
TIMM8B 	HK
TIMM9 	HK
TIMMDC1 	HK
TINF2 	HK
TIPRL 	HK
TJAP1 	HK
TLE1 	HK
TLK1 	HK
TM2D1 	HK
TM2D2 	HK
TM2D3 	HK
TM9SF1 	HK
TM9SF2 	HK
TM9SF3 	HK
TM9SF4 	HK
TMBIM1 	HK
TMBIM4 	HK
TMBIM6 	HK
TMCC1 	HK
TMCO1 	HK
TMCO3 	HK
TMED1 	HK
TMED10 	HK
TMED2 	HK
TMED4 	HK
TMED5 	HK
TMED7 	HK
TMED7-TICAM2 	HK
TMED9 	HK
TMEM101 	HK
TMEM106B 	HK
TMEM106C 	HK
TMEM115 	HK
TMEM120A 	HK
TMEM126A 	HK
TMEM127 	HK
TMEM128 	HK
TMEM129 	HK
TMEM131 	HK
TMEM134 	HK
TMEM141 	HK
TMEM147 	HK
TMEM14B 	HK
TMEM14C 	HK
TMEM161A 	HK
TMEM167B 	HK
TMEM168 	HK
TMEM177 	HK
TMEM179B 	HK
TMEM18 	HK
TMEM184C 	HK
TMEM185B 	HK
TMEM186 	HK
TMEM187 	HK
TMEM189 	HK
TMEM189-UBE2V1 	HK
TMEM19 	HK
TMEM192 	HK
TMEM199 	HK
TMEM203 	HK
TMEM205 	HK
TMEM214 	HK
TMEM219 	HK
TMEM222 	HK
TMEM223 	HK
TMEM230 	HK
TMEM242 	HK
TMEM248 	HK
TMEM251 	HK
TMEM256 	HK
TMEM258 	HK
TMEM259 	HK
TMEM30A 	HK
TMEM33 	HK
TMEM39A 	HK
TMEM41A 	HK
TMEM41B 	HK
TMEM42 	HK
TMEM5 	HK
TMEM50A 	HK
TMEM50B 	HK
TMEM55B 	HK
TMEM57 	HK
TMEM59 	HK
TMEM60 	HK
TMEM62 	HK
TMEM63B 	HK
TMEM64 	HK
TMEM66 	HK
TMEM69 	HK
TMEM70 	HK
TMEM81 	HK
TMEM87A 	HK
TMEM9 	HK
TMEM9B 	HK
TMF1 	HK
TMLHE 	HK
TMPO 	HK
TMUB1 	HK
TMUB2 	HK
TMX1 	HK
TMX2 	HK
TMX4 	HK
TNFAIP1 	HK
TNFAIP8L2-SCNM1 	HK
TNIP1 	HK
TNKS2 	HK
TNPO1 	HK
TNPO3 	HK
TNRC6A 	HK
TOB1 	HK
TOLLIP 	HK
TOMM20 	HK
TOMM22 	HK
TOMM40 	HK
TOMM5 	HK
TOMM6 	HK
TOMM7 	HK
TOMM70A 	HK
TOP1 	HK
TOP2B 	HK
TOPORS 	HK
TOR1A 	HK
TOR1AIP2 	HK
TOR1B 	HK
TOR3A 	HK
TOX4 	HK
TP53RK 	HK
TPCN1 	HK
TPD52L2 	HK
TPGS1 	HK
TPI1 	HK
TPP2 	HK
TPRA1 	HK
TPRG1L 	HK
TPRKB 	HK
TPRN 	HK
TPST2 	HK
TRA2A 	HK
TRA2B 	HK
TRAF6 	HK
TRAF7 	HK
TRAP1 	HK
TRAPPC1 	HK
TRAPPC10 	HK
TRAPPC11 	HK
TRAPPC12 	HK
TRAPPC13 	HK
TRAPPC2L 	HK
TRAPPC3 	HK
TRAPPC4 	HK
TRAPPC5 	HK
TRAPPC6B 	HK
TRAPPC8 	HK
TRAPPC9 	HK
TRIAP1 	HK
TRIM26 	HK
TRIM27 	HK
TRIM28 	HK
TRIM3 	HK
TRIM39 	HK
TRIM39-RPP21 	HK
TRIM41 	HK
TRIM44 	HK
TRIM56 	HK
TRIM65 	HK
TRIM8 	HK
TRIP12 	HK
TRIP4 	HK
TRMT1 	HK
TRMT10C 	HK
TRMT112 	HK
TRMT12 	HK
TRMT1L 	HK
TRMT2A 	HK
TRNAU1AP 	HK
TRNT1 	HK
TRPC4AP 	HK
TRPT1 	HK
TRUB2 	HK
TSC2 	HK
TSEN15 	HK
TSEN34 	HK
TSFM 	HK
TSG101 	HK
TSN 	HK
TSNAX 	HK
TSPAN17 	HK
TSPAN31 	HK
TSPYL1 	HK
TSR1 	HK
TSR2 	HK
TSR3 	HK
TSSC4 	HK
TSTA3 	HK
TSTD2 	HK
TTC1 	HK
TTC17 	HK
TTC19 	HK
TTC32 	HK
TTC33 	HK
TTC37 	HK
TTC4 	HK
TTC7B 	HK
TTC9C 	HK
TTI1 	HK
TTI2 	HK
TUBA1B 	HK
TUBA1C 	HK
TUBB 	HK
TUBD1 	HK
TUBGCP2 	HK
TUBGCP4 	HK
TUFM 	HK
TUSC2 	HK
TUT1 	HK
TVP23B 	HK
TXLNA 	HK
TXLNG 	HK
TXN2 	HK
TXNDC11 	HK
TXNDC12 	HK
TXNDC15 	HK
TXNDC17 	HK
TXNDC9 	HK
TXNL1 	HK
TXNL4A 	HK
TXNL4B 	HK
TXNRD1 	HK
TYK2 	HK
TYW1 	HK
U2AF1 	HK
U2AF1L4 	HK
U2AF2 	HK
UAP1 	HK
UBA1 	HK
UBA2 	HK
UBA3 	HK
UBA5 	HK
UBA52 	HK
UBAC2 	HK
UBALD1 	HK
UBAP1 	HK
UBAP2L 	HK
UBB 	HK
UBC 	HK
UBE2A 	HK
UBE2B 	HK
UBE2D2 	HK
UBE2D3 	HK
UBE2D4 	HK
UBE2E1 	HK
UBE2E2 	HK
UBE2E3 	HK
UBE2F 	HK
UBE2G2 	HK
UBE2H 	HK
UBE2I 	HK
UBE2J1 	HK
UBE2J2 	HK
UBE2K 	HK
UBE2L3 	HK
UBE2M 	HK
UBE2N 	HK
UBE2NL 	HK
UBE2Q1 	HK
UBE2R2 	HK
UBE2V1 	HK
UBE2V2 	HK
UBE2W 	HK
UBE2Z 	HK
UBE3A 	HK
UBE3B 	HK
UBE3C 	HK
UBE4A 	HK
UBE4B 	HK
UBFD1 	HK
UBIAD1 	HK
UBL3 	HK
UBL4A 	HK
UBL5 	HK
UBL7 	HK
UBOX5 	HK
UBP1 	HK
UBQLN1 	HK
UBQLN2 	HK
UBQLN4 	HK
UBR2 	HK
UBR7 	HK
UBTD1 	HK
UBTF 	HK
UBXN2A 	HK
UBXN4 	HK
UBXN6 	HK
UCHL3 	HK
UCHL5 	HK
UCK1 	HK
UCK2 	HK
UCKL1 	HK
UEVLD 	HK
UFC1 	HK
UFD1L 	HK
UFL1 	HK
UFSP2 	HK
UGP2 	HK
UHRF1BP1L 	HK
ULK1 	HK
ULK3 	HK
UNC50 	HK
UNG 	HK
UPF1 	HK
UPF2 	HK
UPF3B 	HK
UPRT 	HK
UQCC 	HK
UQCR10 	HK
UQCR11 	HK
UQCRB 	HK
UQCRC1 	HK
UQCRC2 	HK
UQCRHL 	HK
UQCRQ 	HK
URGCP 	HK
URI1 	HK
URM1 	HK
UROD 	HK
UROS 	HK
USB1 	HK
USE1 	HK
USF1 	HK
USF2 	HK
USP10 	HK
USP14 	HK
USP16 	HK
USP19 	HK
USP22 	HK
USP25 	HK
USP27X 	HK
USP33 	HK
USP38 	HK
USP39 	HK
USP4 	HK
USP47 	HK
USP5 	HK
USP7 	HK
USP8 	HK
USP9X 	HK
UTP11L 	HK
UTP14A 	HK
UTP14C 	HK
UTP15 	HK
UTP23 	HK
UTP3 	HK
UTP6 	HK
UXS1 	HK
UXT 	HK
VAC14 	HK
VAMP3 	HK
VAMP5 	HK
VAPA 	HK
VAPB 	HK
VARS2 	HK
VBP1 	HK
VCP 	HK
VDAC3 	HK
VEZT 	HK
VIMP 	HK
VMA21 	HK
VPS16 	HK
VPS18 	HK
VPS25 	HK
VPS26A 	HK
VPS26B 	HK
VPS28 	HK
VPS29 	HK
VPS33A 	HK
VPS36 	HK
VPS37A 	HK
VPS4A 	HK
VPS51 	HK
VPS52 	HK
VPS53 	HK
VPS72 	HK
VRK2 	HK
VRK3 	HK
VTA1 	HK
VTI1A 	HK
VTI1B 	HK
WAC 	HK
WAPAL 	HK
WARS2 	HK
WBP11 	HK
WBP1L 	HK
WBP2 	HK
WBP4 	HK
WBSCR22 	HK
WDR1 	HK
WDR12 	HK
WDR13 	HK
WDR18 	HK
WDR20 	HK
WDR24 	HK
WDR25 	HK
WDR26 	HK
WDR3 	HK
WDR33 	HK
WDR36 	HK
WDR41 	HK
WDR43 	HK
WDR44 	HK
WDR45 	HK
WDR45B 	HK
WDR46 	HK
WDR55 	HK
WDR59 	HK
WDR5B 	HK
WDR6 	HK
WDR61 	HK
WDR70 	HK
WDR73 	HK
WDR74 	HK
WDR75 	HK
WDR77 	HK
WDR81 	HK
WDR83OS 	HK
WDR85 	HK
WDR89 	HK
WDTC1 	HK
WIBG 	HK
WIPI2 	HK
WIZ 	HK
WRAP53 	HK
WRB 	HK
WRNIP1 	HK
WSB2 	HK
WTAP 	HK
WTH3DI 	HK
WWP1 	HK
WWP2 	HK
XIAP 	HK
XPA 	HK
XPC 	HK
XPNPEP1 	HK
XPO1 	HK
XPO7 	HK
XPOT 	HK
XRCC5 	HK
XRCC6 	HK
XYLT2 	HK
YAF2 	HK
YARS 	HK
YARS2 	HK
YIF1A 	HK
YIF1B 	HK
YIPF1 	HK
YIPF3 	HK
YIPF4 	HK
YIPF5 	HK
YIPF6 	HK
YKT6 	HK
YME1L1 	HK
YPEL2 	HK
YRDC 	HK
YTHDC1 	HK
YTHDF1 	HK
YTHDF2 	HK
YTHDF3 	HK
YWHAB 	HK
YWHAE 	HK
YY1 	HK
YY1AP1 	HK
ZADH2 	HK
ZBED4 	HK
ZBED6 	HK
ZBTB1 	HK
ZBTB10 	HK
ZBTB11 	HK
ZBTB14 	HK
ZBTB17 	HK
ZBTB18 	HK
ZBTB21 	HK
ZBTB25 	HK
ZBTB33 	HK
ZBTB39 	HK
ZBTB44 	HK
ZBTB45 	HK
ZBTB5 	HK
ZBTB6 	HK
ZBTB7A 	HK
ZBTB8OS 	HK
ZC3H10 	HK
ZC3H11A 	HK
ZC3H13 	HK
ZC3H15 	HK
ZC3H18 	HK
ZC3H3 	HK
ZC3H7A 	HK
ZC3H7B 	HK
ZCCHC10 	HK
ZCCHC11 	HK
ZCCHC3 	HK
ZCCHC7 	HK
ZCCHC9 	HK
ZCRB1 	HK
ZDHHC14 	HK
ZDHHC16 	HK
ZDHHC2 	HK
ZDHHC3 	HK
ZDHHC4 	HK
ZDHHC5 	HK
ZDHHC8 	HK
ZFAND1 	HK
ZFAND2B 	HK
ZFAND3 	HK
ZFAND5 	HK
ZFAND6 	HK
ZFP91 	HK
ZFPL1 	HK
ZFR 	HK
ZFYVE1 	HK
ZFYVE19 	HK
ZFYVE27 	HK
ZGPAT 	HK
ZHX1 	HK
ZHX1-C8ORF76 	HK
ZHX2 	HK
ZHX3 	HK
ZKSCAN1 	HK
ZMAT2 	HK
ZMAT3 	HK
ZMAT5 	HK
ZMPSTE24 	HK
ZMYM2 	HK
ZMYND11 	HK
ZNF121 	HK
ZNF131 	HK
ZNF134 	HK
ZNF138 	HK
ZNF142 	HK
ZNF143 	HK
ZNF146 	HK
ZNF174 	HK
ZNF181 	HK
ZNF189 	HK
ZNF195 	HK
ZNF197 	HK
ZNF207 	HK
ZNF22 	HK
ZNF226 	HK
ZNF232 	HK
ZNF24 	HK
ZNF259 	HK
ZNF274 	HK
ZNF277 	HK
ZNF280D 	HK
ZNF281 	HK
ZNF3 	HK
ZNF32 	HK
ZNF322 	HK
ZNF326 	HK
ZNF330 	HK
ZNF335 	HK
ZNF33A 	HK
ZNF343 	HK
ZNF347 	HK
ZNF37A 	HK
ZNF384 	HK
ZNF394 	HK
ZNF397 	HK
ZNF398 	HK
ZNF408 	HK
ZNF41 	HK
ZNF410 	HK
ZNF414 	HK
ZNF419 	HK
ZNF438 	HK
ZNF444 	HK
ZNF446 	HK
ZNF48 	HK
ZNF480 	HK
ZNF491 	HK
ZNF506 	HK
ZNF507 	HK
ZNF513 	HK
ZNF518A 	HK
ZNF526 	HK
ZNF561 	HK
ZNF574 	HK
ZNF576 	HK
ZNF579 	HK
ZNF580 	HK
ZNF592 	HK
ZNF593 	HK
ZNF598 	HK
ZNF620 	HK
ZNF622 	HK
ZNF623 	HK
ZNF638 	HK
ZNF639 	HK
ZNF641 	HK
ZNF644 	HK
ZNF649 	HK
ZNF654 	HK
ZNF655 	HK
ZNF664 	HK
ZNF668 	HK
ZNF672 	HK
ZNF687 	HK
ZNF688 	HK
ZNF691 	HK
ZNF7 	HK
ZNF706 	HK
ZNF721 	HK
ZNF740 	HK
ZNF76 	HK
ZNF764 	HK
ZNF770 	HK
ZNF777 	HK
ZNF787 	HK
ZNF805 	HK
ZNF814 	HK
ZNF830 	HK
ZNF865 	HK
ZNF91 	HK
ZNHIT1 	HK
ZNHIT3 	HK
ZNRD1 	HK
ZRANB1 	HK
ZRANB2 	HK
ZSCAN21 	HK
ZSCAN29 	HK
ZSCAN32 	HK
ZSWIM1 	HK
ZSWIM7 	HK
ZSWIM8 	HK
ZW10 	HK
ZXDA 	HK
ZXDB 	HK
ZZZ3 	HK
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
